symbol,timestamp,open,high,low,close,volume,trade_count,vwap
SPY,2022-05-02 21:00:00+00:00,414.14,414.33,414.0,414.09,166531.0,1084.0,414.173877
SPY,2022-05-02 22:00:00+00:00,414.06,414.1,413.59,413.76,127740.0,877.0,413.86316
SPY,2022-05-02 23:00:00+00:00,413.75,414.3,413.75,414.11,83742.0,812.0,414.04176
SPY,2022-05-03 08:00:00+00:00,415.64,416.64,414.73,414.86,65664.0,310.0,415.72278
SPY,2022-05-03 09:00:00+00:00,414.48,415.0,414.21,414.7,47987.0,235.0,414.751936
SPY,2022-05-03 10:00:00+00:00,414.78,414.89,412.42,412.84,82192.0,563.0,413.44752
SPY,2022-05-03 11:00:00+00:00,412.84,414.08,412.5,413.89,295554.0,1488.0,413.277771
SPY,2022-05-03 12:00:00+00:00,412.8701,416.37,412.55,415.4,603905.0,3909.0,414.721474
SPY,2022-05-03 13:00:00+00:00,415.39,415.7117,413.36,415.42,12787172.0,132004.0,414.572479
SPY,2022-05-03 14:00:00+00:00,415.44,416.7,413.78,415.25,17966486.0,165841.0,415.167567
SPY,2022-05-03 15:00:00+00:00,415.23,418.93,414.72,417.9,11119222.0,104842.0,417.508422
SPY,2022-05-03 16:00:00+00:00,417.89,418.76,415.9525,416.98,9879182.0,92153.0,416.984892
SPY,2022-05-03 17:00:00+00:00,416.99,418.71,416.905,417.55,7194620.0,69251.0,417.918242
SPY,2022-05-03 18:00:00+00:00,417.55,417.58,414.115,417.3167,12342589.0,111639.0,415.796728
SPY,2022-05-03 19:00:00+00:00,417.31,417.98,414.79,416.42,19588060.0,161834.0,416.429428
SPY,2022-05-03 20:00:00+00:00,416.42,417.6,416.0,416.7404,9668743.0,7916.0,416.455877
SPY,2022-05-03 21:00:00+00:00,416.67,417.01,416.67,416.87,184645.0,1074.0,416.856005
SPY,2022-05-03 22:00:00+00:00,416.73,417.12,416.43,416.81,100863.0,716.0,416.74612
SPY,2022-05-03 23:00:00+00:00,416.71,417.29,416.68,416.92,52873.0,499.0,416.832513
SPY,2022-05-04 08:00:00+00:00,417.36,417.62,417.11,417.58,16868.0,131.0,417.361443
SPY,2022-05-04 09:00:00+00:00,417.28,418.0,416.93,418.0,20397.0,153.0,417.282826
SPY,2022-05-04 10:00:00+00:00,418.15,418.19,417.77,417.93,43374.0,186.0,418.029976
SPY,2022-05-04 11:00:00+00:00,417.88,418.45,417.66,417.85,248221.0,1285.0,418.067228
SPY,2022-05-04 12:00:00+00:00,417.9,418.42,416.75,417.15,338722.0,2672.0,417.596935
SPY,2022-05-04 13:00:00+00:00,417.1,417.47,416.02,416.0319,8170094.0,87825.0,416.70542
SPY,2022-05-04 14:00:00+00:00,416.045,416.16,414.25,415.06,10863975.0,111491.0,415.193639
SPY,2022-05-04 15:00:00+00:00,415.07,415.75,413.7099,415.225,8512987.0,71729.0,414.599537
SPY,2022-05-04 16:00:00+00:00,415.22,418.09,414.91,418.045,8856189.0,87019.0,416.648643
SPY,2022-05-04 17:00:00+00:00,418.04,418.92,416.9,418.205,8763038.0,88132.0,417.665293
SPY,2022-05-04 18:00:00+00:00,418.16,424.25,414.12,423.7,41320817.0,635980.0,419.001583
SPY,2022-05-04 19:00:00+00:00,423.71,429.66,423.08,428.99,45369297.0,362844.0,427.436914
SPY,2022-05-04 20:00:00+00:00,428.98,429.06,427.88,427.95,12817763.0,10968.0,428.841937
SPY,2022-05-04 21:00:00+00:00,427.94,428.43,427.92,428.31,494165.0,2102.0,428.248266
SPY,2022-05-04 22:00:00+00:00,428.27,428.93,427.97,428.1,267931.0,1706.0,428.378345
SPY,2022-05-04 23:00:00+00:00,428.15,428.36,427.9,428.16,110938.0,931.0,428.129024
SPY,2022-05-05 08:00:00+00:00,427.16,427.24,425.48,425.9,96575.0,594.0,426.14534
SPY,2022-05-05 09:00:00+00:00,425.88,426.5,425.67,426.38,64787.0,372.0,426.101607
SPY,2022-05-05 10:00:00+00:00,426.3,426.86,425.79,425.79,123198.0,599.0,426.470508
SPY,2022-05-05 11:00:00+00:00,425.83,426.98,425.79,426.2,361126.0,1955.0,426.358974
SPY,2022-05-05 12:00:00+00:00,426.06,429.09,425.5196,425.8,660926.0,4027.0,426.275013
SPY,2022-05-05 13:00:00+00:00,425.83,425.83,421.11,421.565,15935343.0,154656.0,423.265539
SPY,2022-05-05 14:00:00+00:00,421.59,421.63,415.22,416.77,26531506.0,272915.0,418.183084
SPY,2022-05-05 15:00:00+00:00,416.76,417.135,412.28,412.335,21798717.0,217313.0,414.601411
